,Names,ad_Phone,ad_WebSite,ad_about,ad_adress,ad_cuisine,ad_features,ad_meals,ad_prices,guru_time,near_att,near_hot,near_res,special_diets,ad_Phones,info,tfidf,id,gps
506,Kech Burger,+212 5244-48589,http://www.facebook.com/kechburger, ,"39 Rue Mohamed El Bakkal Gueliz, Marrakech 40000 Morocco","American, Fast Food","Takeout, Outdoor Seating, Street Parking, Free Wifi, Seating, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service","Dinner, Lunch, Late Night, Drinks",MAD 32 - MAD 53,,"Iriki Experience Travel,AA Quad/ Dromadaire Palmeraie,Premium Transfers & Tours - Navette4You,Take Your Guide,","Residence Ezzahia,Hotel Tafoukt,Imperial Plaza & Spa,Hotel Amine,","Saladbox,Bor'kan Marrakech,Restaurant Bouchahin,", ,+212 5244-48589,"Kech Burger ; 39 Rue Mohamed El Bakkal Gueliz, Marrakech 40000 Morocco ;  ;   ; American, Fast Food ; Dinner, Lunch, Late Night, Drinks ; Takeout, Outdoor Seating, Street Parking, Free Wifi, Seating, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service ;   ; Iriki Experience Travel,AA Quad/ Dromadaire Palmeraie,Premium Transfers & Tours - Navette4You,Take Your Guide, ; Residence Ezzahia,Hotel Tafoukt,Imperial Plaza & Spa,Hotel Amine,","kech,burger,rue,mohamed,el,bakkal,gueliz,marrakech,morocco,american,fast,food,dinner,lunch,late,night,drink,takeout,outdoor,seating,street,parking,free,wifi,seating,wheelchair,accessible,accept,mastercard,accept,visa,accept,credit,card,table,service,iriki,experience,travel,aa,dromadaire,palmeraie,premium,transfer,tour,take,guide,residence,ezzahia,hotel,tafoukt,imperial,plaza,spa,hotel,amine",506,/maps/dir//Kech+Burger+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafef8b48baa011:0xe2e552039c913f86?sa=X
507,Le 6,+212 5244-39560,https://www.zeitouncafe.com/, ,"213 Avenue Moahmed V, Marrakech 40000 Morocco","French, Moroccan, Mediterranean, European, Healthy, International","Reservations, Seating, Serves Alcohol, Table Service, Takeout, Free off-street parking, Wheelchair Accessible, Accepts Credit Cards, Non-smoking restaurants", ,MAD 30 - MAD 300,,"Paroisse des Saints Martyrs,Custom Morocco Tours,Baan Thai institut,Morocco Joy Travel,","Stars Hotel,Hotel Ibn Batouta,Hotel Racine,2Ciels Luxury Boutique Hotel & Spa,","Katsura,Dino Gelato Italiano,L'Escapade Marrakech,","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",+212 5244-39560,"Le 6 ; 213 Avenue Moahmed V, Marrakech 40000 Morocco ;  ;   ; French, Moroccan, Mediterranean, European, Healthy, International ;   ; Reservations, Seating, Serves Alcohol, Table Service, Takeout, Free off-street parking, Wheelchair Accessible, Accepts Credit Cards, Non-smoking restaurants ; Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks ; Paroisse des Saints Martyrs,Custom Morocco Tours,Baan Thai institut,Morocco Joy Travel, ; Stars Hotel,Hotel Ibn Batouta,Hotel Racine,2Ciels Luxury Boutique Hotel & Spa,","le,avenue,moahmed,marrakech,morocco,french,moroccan,mediterranean,european,healthy,international,reservation,seating,serve,alcohol,table,service,takeout,free,parking,wheelchair,accessible,accept,credit,card,restaurant,breakfast,lunch,dinner,brunch,late,night,drink,paroisse,des,saint,martyr,custom,morocco,tour,baan,thai,institut,morocco,joy,travel,star,hotel,hotel,ibn,batouta,hotel,luxury,boutique,hotel,spa",507,/maps/dir//Le+6+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafef4d025d0283:0xf3a9913f10a7028f?sa=X
508,Zeitoun Gueliz,+212 5244-39560,https://www.zeitouncafe.com/, ,"213 Avenue Moahmed V, Marrakech 40000 Morocco","French, Moroccan, Mediterranean, European, Healthy, International","Reservations, Seating, Serves Alcohol, Table Service, Takeout, Free off-street parking, Wheelchair Accessible, Accepts Credit Cards, Non-smoking restaurants", ,MAD 30 - MAD 300,,"Paroisse des Saints Martyrs,Custom Morocco Tours,Baan Thai institut,Morocco Joy Travel,","Stars Hotel,Hotel Ibn Batouta,Hotel Racine,2Ciels Luxury Boutique Hotel & Spa,","Katsura,Dino Gelato Italiano,L'Escapade Marrakech,","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",+212 5244-39560,"Zeitoun Gueliz ; 213 Avenue Moahmed V, Marrakech 40000 Morocco ;  ;   ; French, Moroccan, Mediterranean, European, Healthy, International ;   ; Reservations, Seating, Serves Alcohol, Table Service, Takeout, Free off-street parking, Wheelchair Accessible, Accepts Credit Cards, Non-smoking restaurants ; Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks ; Paroisse des Saints Martyrs,Custom Morocco Tours,Baan Thai institut,Morocco Joy Travel, ; Stars Hotel,Hotel Ibn Batouta,Hotel Racine,2Ciels Luxury Boutique Hotel & Spa,","zeitoun,gueliz,avenue,moahmed,marrakech,morocco,french,moroccan,mediterranean,european,healthy,international,reservation,seating,serve,alcohol,table,service,takeout,free,parking,wheelchair,accessible,accept,credit,card,restaurant,breakfast,lunch,dinner,brunch,late,night,drink,paroisse,des,saint,martyr,custom,morocco,tour,baan,thai,institut,morocco,joy,travel,star,hotel,hotel,ibn,batouta,hotel,luxury,boutique,hotel,spa",508,/maps/dir//Zeitoun+Gueliz+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafefef189941a5:0x23ef4fb06431b590?sa=X
509,Zeitoun Cafe Jemaa El Fnaa,+212 5244-27570,http://www.zeitouncafe.com,This place is temporarily closed,"107 Place Jemaa El Fnaa, Marrakech 40000 Morocco","Moroccan, Healthy","Outdoor Seating, Seating, Free Wifi, Accepts Credit Cards, Table Service", ,MAD 20 - MAD 300,,"Dunes Expedition,Musee Yves Saint Laurent Marrakech,Souk Semmarine,Food Markets of Marrakech,","Hotel Mimosa,Art Place Hotel & Ryad,Riad Wazani Square & Spa,Dar Fakir,","Cafe Babouche,My Taher,Cafe Chez ZaZa,","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",+212 5244-27570,"Zeitoun Cafe Jemaa El Fnaa ; 107 Place Jemaa El Fnaa, Marrakech 40000 Morocco ;  ; This place is temporarily closed ; Moroccan, Healthy ;   ; Outdoor Seating, Seating, Free Wifi, Accepts Credit Cards, Table Service ; Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks ; Dunes Expedition,Musee Yves Saint Laurent Marrakech,Souk Semmarine,Food Markets of Marrakech, ; Hotel Mimosa,Art Place Hotel & Ryad,Riad Wazani Square & Spa,Dar Fakir,","zeitoun,cafe,jemaa,el,fnaa,place,jemaa,el,fnaa,marrakech,morocco,moroccan,healthy,outdoor,seating,seating,free,wifi,accept,credit,card,table,service,breakfast,lunch,dinner,brunch,late,night,drink,dune,expedition,musee,yves,saint,laurent,marrakech,souk,semmarine,food,market,marrakech,hotel,mimosa,art,place,hotel,ryad,riad,wazani,square,spa,dar,fakir",509,/maps/dir//Zeitoun+Cafe+Jemaa+El+Fnaa+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafee4233e242db:0x7fa62f89d3bd6e4a?sa=X
510,Riad Kniza Restaurant,+212 5243-76942,http://www.riadkniza.com,"For food lovers and ""fins gourmets"", Riad Kniza, is the perfect place to enjoy an authentic gourmet Moroccan dinner and has been choice of the likes of Brad Pit, Tom Cruise, Bill Gates, David Rockefeller and many other celebrities visiting Marrakech. Riad Kniza caters for only 7 tables and advanced booking is recommended to secure your table.","34 Derb L'Hotel Bab Doukala Medina, Marrakech 40000 Morocco","African, Moroccan, Middle Eastern","Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Table Service, Free Wifi, Live Music","Dinner, Breakfast, Lunch, Late Night",MAD 264 - MAD 686,,"Rue Bab Doukkala Market,Iguana Sahara Tours,Marrakech Local Guide,Janka Tours,","Riad Moucharabieh,Riad Asna,Riad Bahja,Riad Al Massarah,","Ma Maison,La Table Du Riad at 72 Riad Living,Henna cafe,", ,+212 5243-76942,"Riad Kniza Restaurant ; 34 Derb L'Hotel Bab Doukala Medina, Marrakech 40000 Morocco ;  ; For food lovers and ""fins gourmets"", Riad Kniza, is the perfect place to enjoy an authentic gourmet Moroccan dinner and has been choice of the likes of Brad Pit, Tom Cruise, Bill Gates, David Rockefeller and many other celebrities visiting Marrakech. Riad Kniza caters for only 7 tables and advanced booking is recommended to secure your table. ; African, Moroccan, Middle Eastern ; Dinner, Breakfast, Lunch, Late Night ; Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Table Service, Free Wifi, Live Music ;   ; Rue Bab Doukkala Market,Iguana Sahara Tours,Marrakech Local Guide,Janka Tours, ; Riad Moucharabieh,Riad Asna,Riad Bahja,Riad Al Massarah,","riad,kniza,restaurant,derb,bab,doukala,medina,marrakech,morocco,african,moroccan,middle,eastern,dinner,breakfast,lunch,late,night,reservation,outdoor,seating,private,dining,seating,serve,alcohol,table,service,free,wifi,live,music,rue,bab,doukkala,market,iguana,sahara,tour,marrakech,local,guide,janka,tour,riad,moucharabieh,riad,asna,riad,bahja,riad,al,massarah",510,/maps/dir//Riad+Kniza+Restaurant+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafee4f3fffffff:0xc5c6d40dc87b8743?sa=X
511,Chez Brahim,+212 669-778126,http://www.facebook.com/Chez-Brahim-106102332076510, ,"38 Derb Dabachi Jamaa El Fna, Marrakech 40000 Morocco","Pizza, Moroccan, Grill,Vegetarian Friendly, Vegan Options, Halal","Reservations, Outdoor Seating, Seating, Cash Only, Table Service, Live Music, Family style","Lunch, Dinner, Drinks, Late Night", ,,"Dunes Expedition,Musee Yves Saint Laurent Marrakech,Heritage Museum Marrakech,Mille & une Nuits Hammam Spa,","Riad Azra Marrakech,Riad Chic & Cheap,Riad Milouda,Hotel Mimosa,","Cafe Babouche,El Kennaria Restaurant,My Taher,Corner Cafe,", ,+212 669-778126,"Chez Brahim ; 38 Derb Dabachi Jamaa El Fna, Marrakech 40000 Morocco ;  ;   ; Pizza, Moroccan, Grill,Vegetarian Friendly, Vegan Options, Halal ; Lunch, Dinner, Drinks, Late Night ; Reservations, Outdoor Seating, Seating, Cash Only, Table Service, Live Music, Family style ;   ; Dunes Expedition,Musee Yves Saint Laurent Marrakech,Heritage Museum Marrakech,Mille & une Nuits Hammam Spa, ; Riad Azra Marrakech,Riad Chic & Cheap,Riad Milouda,Hotel Mimosa,","chez,brahim,derb,dabachi,jamaa,el,fna,marrakech,morocco,pizza,moroccan,grill,vegetarian,friendly,vegan,option,halal,lunch,dinner,drink,late,night,reservation,outdoor,seating,seat,cash,table,service,live,music,family,style,dune,expedition,musee,yves,saint,laurent,marrakech,heritage,museum,marrakech,mille,une,nuits,hammam,spa,riad,azra,marrakech,riad,chic,cheap,riad,milouda,hotel,mimosa",511,/maps/dir//Chez+Brahim+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafee5cceeac851:0x822af290ecb2374e?sa=X
512,A,+212 687-151262,http://www.arnica-montana.com/,"A.Montana Marrakech: Moroccan restaurant and tea room offering variety of Moroccan and Mediterranean cuisine and delicious pastries in the region. Here you will find the soul of Marrakech.In an Arab-Andalusian house, a haven of quietness and colors, welcome to our good Restaurant and tea Room.","60 Derb Jdid Douar Graoua, Marrakech 40000 Morocco","Moroccan, Arabic, Mediterranean","Takeout, Private Dining, Television, Reservations, Buffet, Seating, Street Parking, Free off-street parking, Table Service, Outdoor Seating, Parking Available, Wheelchair Accessible, Free Wifi","Lunch, Dinner, Late Night, Drinks",MAD 74 - MAD 317,,"Dar Si Said Museum,Quad Marrakech Discover,Color De Marruecos - Day Excursions,Isis Spa,","Riad Aguerzame,Riad 58 Blu,Dar Grawa,Riad Shajara,","Argane Tichka Restaurant,Un Dejeuner a Marrakech,Restaurant Angsana Si Said,La Cantine Des Gazelles,", ,+212 687-151262,"A ; 60 Derb Jdid Douar Graoua, Marrakech 40000 Morocco ;  ; A.Montana Marrakech: Moroccan restaurant and tea room offering variety of Moroccan and Mediterranean cuisine and delicious pastries in the region. Here you will find the soul of Marrakech.In an Arab-Andalusian house, a haven of quietness and colors, welcome to our good Restaurant and tea Room. ; Moroccan, Arabic, Mediterranean ; Lunch, Dinner, Late Night, Drinks ; Takeout, Private Dining, Television, Reservations, Buffet, Seating, Street Parking, Free off-street parking, Table Service, Outdoor Seating, Parking Available, Wheelchair Accessible, Free Wifi ;   ; Dar Si Said Museum,Quad Marrakech Discover,Color De Marruecos - Day Excursions,Isis Spa, ; Riad Aguerzame,Riad 58 Blu,Dar Grawa,Riad Shajara,","derb,jdid,douar,graoua,marrakech,morocco,moroccan,arabic,mediterranean,lunch,dinner,late,night,drink,takeout,private,dining,television,reservation,buffet,seating,street,parking,free,parking,table,service,outdoor,seating,park,available,wheelchair,accessible,free,wifi,dar,si,say,museum,quad,marrakech,discover,color,de,marruecos,day,excursion,isi,spa,riad,aguerzame,riad,blu,dar,grawa,riad,shajara",512,
513,La Villa Des Orangers - Restaurant,+212 5243-84638,http://www.villadesorangers.com/index.php/le-restaurant, ,"6 rue Sidi Mimoun, Marrakech 40000 Morocco","French, Moroccan, Mediterranean, European","Wheelchair Accessible, Full Bar, Reservations, Outdoor Seating, Private Dining, Seating, Street Parking, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Valet Parking",Dinner,MAD 633 - MAD 792,,"Parc Lalla Hasna,La Villa des Orangers - Spa Nuxe,Arenas 4x4 Tours,Marrakech Tours Excursions,","Hotel Narjisse,Dar Sirine,Riad Villa Harmonie,Riad Marchica,","Zeitoun Cafe Kasbah,La Table de La Kasbah,Ame et Saveurs,", ,+212 5243-84638,"La Villa Des Orangers - Restaurant ; 6 rue Sidi Mimoun, Marrakech 40000 Morocco ;  ;   ; French, Moroccan, Mediterranean, European ; Dinner ; Wheelchair Accessible, Full Bar, Reservations, Outdoor Seating, Private Dining, Seating, Street Parking, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Valet Parking ;   ; Parc Lalla Hasna,La Villa des Orangers - Spa Nuxe,Arenas 4x4 Tours,Marrakech Tours Excursions, ; Hotel Narjisse,Dar Sirine,Riad Villa Harmonie,Riad Marchica,","la,villa,des,orangers,restaurant,rue,sidi,mimoun,marrakech,morocco,french,moroccan,mediterranean,european,dinner,wheelchair,accessible,full,bar,reservation,outdoor,seating,private,dining,seating,street,parking,serve,alcohol,accept,american,express,accept,mastercard,accept,visa,free,wifi,accept,credit,card,table,service,valet,parking,parc,lalla,hasna,la,villa,de,orangers,spa,nuxe,arenas,tour,marrakech,tour,excursion,hotel,narjisse,dar,sirine,riad,villa,harmonie,riad,marchica",513,/maps/dir//La+Villa+Des+Orangers+-+Restaurant+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafeef852ae1371:0x87f5c959342626ee?sa=X
514,Fine Mama?,+212 525-610600,https://www.facebook.com/restaurantfinemama/,"A family kitchen in traditional version but also in street-food version with in particular our tajines in sandwiches to consume without moderation on the spot or to take away. Our concept is based on everything beautiful and good in Morocco. The place where you are was designed with extremely talented small Moroccan craftsmen, everything was done by hand with labor and love!","89 Passage Prince Moulay Rachid, Marrakech 40000 Morocco","Moroccan, Mediterranean, Street Food, African, Healthy, Middle Eastern","Gift Cards Available, Takeout, Reservations, Outdoor Seating, Seating, Table Service","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",MAD 42 - MAD 95,,"Riad Hamdane & SPA,Hammam Lalla,Marrakech Day trip and Excursions,Marrakesh Quad Biking,","Riad Mabrouka Marrakech,Hotel Agnou,Riad Hamdane & SPA,Hotel Narjisse,","Ame et Saveurs,Restaurant El Bahja,La Patisserie des Princes,", ,+212 525-610600,"Fine Mama? ; 89 Passage Prince Moulay Rachid, Marrakech 40000 Morocco ;  ; A family kitchen in traditional version but also in street-food version with in particular our tajines in sandwiches to consume without moderation on the spot or to take away. Our concept is based on everything beautiful and good in Morocco. The place where you are was designed with extremely talented small Moroccan craftsmen, everything was done by hand with labor and love! ; Moroccan, Mediterranean, Street Food, African, Healthy, Middle Eastern ; Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks ; Gift Cards Available, Takeout, Reservations, Outdoor Seating, Seating, Table Service ;   ; Riad Hamdane & SPA,Hammam Lalla,Marrakech Day trip and Excursions,Marrakesh Quad Biking, ; Riad Mabrouka Marrakech,Hotel Agnou,Riad Hamdane & SPA,Hotel Narjisse,","fine,mama,passage,prince,moulay,rachid,marrakech,morocco,moroccan,mediterranean,street,food,african,healthy,middle,eastern,breakfast,lunch,dinner,brunch,late,night,drink,gift,card,available,takeout,reservation,outdoor,seating,seating,table,service,riad,hamdane,spa,hammam,lalla,marrakech,day,trip,excursion,marrakesh,quad,biking,riad,mabrouka,marrakech,hotel,agnou,riad,hamdane,spa,hotel,narjisse",514,/maps/dir//Fine+Mama%3F+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafefd9451844af:0x7b328751f303b94d?sa=X
515,La Cuisine de Mona,+212 618-137959,https://www.facebook.com/LaCuisineDeMonaGueliz/, ,"Residence Mamoune 5 n 115B Quartier El Ghoul, Cite Olm, Marrakech 40000 Morocco","Lebanese, Mediterranean, Middle Eastern,Vegetarian Friendly, Vegan Options, Halal","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service","Lunch, Dinner, Late Night, Drinks", ,,"Iriki Experience Travel,Premium Transfers & Tours - Navette4You,Marrakech Urban Adventures,Saha Tours,","Hotel Tafoukt,Residence Ezzahia,Marrakech Inn,Hotel Les Ambassadeurs,","La Creperie de Marrakech,Bejganni,Le Baratin,", ,+212 618-137959,"La Cuisine de Mona ; Residence Mamoune 5 n 115B Quartier El Ghoul, Cite Olm, Marrakech 40000 Morocco ;  ;   ; Lebanese, Mediterranean, Middle Eastern,Vegetarian Friendly, Vegan Options, Halal ; Lunch, Dinner, Late Night, Drinks ; Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service ;   ; Iriki Experience Travel,Premium Transfers & Tours - Navette4You,Marrakech Urban Adventures,Saha Tours, ; Hotel Tafoukt,Residence Ezzahia,Marrakech Inn,Hotel Les Ambassadeurs,","la,cuisine,de,mona,residence,mamoune,quartier,el,ghoul,cite,olm,marrakech,morocco,lebanese,mediterranean,middle,eastern,vegetarian,friendly,vegan,option,halal,lunch,dinner,late,night,drink,delivery,takeout,reservation,outdoor,seating,seating,highchair,available,serve,alcohol,table,service,iriki,experience,travel,premium,transfer,tour,marrakech,urban,adventure,saha,tour,hotel,tafoukt,residence,ezzahia,marrakech,inn,hotel,le,ambassadeurs",515,/maps/dir//La+Cuisine+de+Mona+Marrakech/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xdafee3fffffffff:0xaf4c2c9d748b3faa?sa=X
